clock_time;object_type;uuid;itinerary_id;from_state;to_state;lon;lat;details
0;vehicle;5a39815303224fb8868a6c74aa148ca8;;offline;idling;-73.997155;40.71196;{}
0;vehicle;967613f781a74375b197161a424d189c;;offline;idling;-73.982318;40.769531;{}
0;vehicle;ba35d3cdaa4844329e24e713b4f9a3d3;;offline;idling;-73.98243;40.785004;{}
0;vehicle;6e291567fe884ce388fca8423b9ab1c1;;offline;idling;-74.007424;40.72601;{}
0;vehicle;cf97a35b325e4afdbb26ff4585506a2f;;offline;idling;-73.978013;40.758114;{}
0;vehicle;9f77146bd3854247a56625cd626d8f6b;;offline;idling;-74.015092;40.71577;{}
0;vehicle;992d4e7e365c4adf8f8455f052e07455;;offline;idling;-73.95504;40.799415;{}
0;vehicle;4280cae18cc9417eb35780222abdac4c;;offline;idling;-73.95516;40.807136;{}
0;vehicle;06184e6272e0458f99c869a55b109fe9;;offline;idling;-73.968565;40.778987;{}
0;vehicle;ca640681716341b9ae4f27b35538a17b;;offline;idling;-73.973064;40.744255;{}
0;vehicle;af1dd091cc6f46298f8da7f90ae1581e;;offline;idling;-73.98414;40.740472;{}
0;vehicle;39ecdba5797a4c97bf841dfd281ec5a9;;offline;idling;-73.964446;40.791929;{}
0;vehicle;0b051e065bcc40e89745afdabcd5031c;;offline;idling;-73.977712;40.74248;{}
0;vehicle;e7f01e198b634652b4e2e7fbc048bd91;;offline;idling;-73.981404;40.758429;{}
0;vehicle;cd0fe8e5b6834289a069d4be256114bb;;offline;idling;-73.952277;40.772057;{}
0;vehicle;1a4adfbc387e45e59f32d03ea3ac4f66;;offline;idling;-73.997148;40.725134;{}
0;vehicle;a8ddfa5bf4f5412097ed7aa976f65647;;offline;idling;-73.989867;40.74131;{}
0;vehicle;bcf0e1ce67ed4ef8bd26c05ca67d6dcd;;offline;idling;-73.983686;40.729621;{}
0;vehicle;43c0337d4f9942be910c2b8dd9e747f5;;offline;idling;-73.992589;40.764275;{}
0;vehicle;adcd6943955c4cb18da250270a35fb44;;offline;idling;-73.981774;40.780118;{}
0;vehicle;81d3e83ff2ab4585bcae9f23f013fdf2;;offline;idling;-73.98555;40.723464;{}
0;vehicle;1091c76c6f764abd960fb4c21f4af754;;offline;idling;-73.995154;40.727459;{}
0;vehicle;cf5780a94d714cfea280239ec8281b99;;offline;idling;-73.933937;40.802807;{}
0;vehicle;96fbc90e265b4aa497f2c7aac59213ca;;offline;idling;-73.981902;40.769525;{}
0;vehicle;95d6f32a2a434dfe99fda9835b9279e9;;offline;idling;-73.98243;40.785004;{}
0;vehicle;c0a9f55838fe413d9ff3628738910be9;;offline;idling;-73.999796;40.733103;{}
0;vehicle;30deb738f44b4fdf841c6ade2fe3aee6;;offline;idling;-73.987463;40.724394;{}
0;vehicle;4e628eac48d44c0dada68526e4027288;;offline;idling;-73.957693;40.774537;{}
0;vehicle;b79cab2ecc7b40c58a4206e0dc2400dd;;offline;idling;-73.955624;40.804408;{}
0;vehicle;310bc99bf3d44cf5a43fd0355d0a03e4;;offline;idling;-73.981729;40.747334;{}
0;vehicle;134e5b4097fd4ae094510e1605efc140;;offline;idling;-73.950794;40.80531;{}
0;vehicle;57069d39c25f40bca88759bc5772b531;;offline;idling;-73.974029;40.754433;{}
0;vehicle;4b854696a8ac4c27b5f4a0bb9be08659;;offline;idling;-73.98871;40.741056;{}
0;vehicle;186685915a82480ba6b95cbfc56c2fa7;;offline;idling;-74.001823;40.709551;{}
0;vehicle;72bb167f6fd1448b9430529788f58212;;offline;idling;-73.96356;40.802738;{}
0;vehicle;c6a8963a2cea453aa0aa595257db364b;;offline;idling;-73.977599;40.779223;{}
0;vehicle;75570008445a473086f15b123bae169f;;offline;idling;-73.985788;40.73984;{}
0;vehicle;aa1094da3efe476f8304db835f5f6bcb;;offline;idling;-74.014114;40.704901;{}
0;vehicle;f84bf609a25949ee83b9ea371f25aa2e;;offline;idling;-73.980242;40.784073;{}
0;vehicle;76202d01e0af444290c1c2b740de5aa9;;offline;idling;-73.969922;40.760004;{}
0;vehicle;c159517834b14727b030581d1a25efb7;;offline;idling;-73.980405;40.759726;{}
0;vehicle;64a09007caae406b9a37b81f5a4d8881;;offline;idling;-73.94983;40.806608;{}
0;vehicle;5d9d24b30c7a445882d253eebdcffdb6;;offline;idling;-73.978161;40.785972;{}
0;vehicle;bf18859fcdd848dd8f0a29b5ee99943f;;offline;idling;-73.952389;40.772318;{}
0;vehicle;f01139a346624ccbbf4148af06be429f;;offline;idling;-73.988388;40.748317;{}
0;vehicle;3e9db6bb80f44fa2bed0a0cf8d1c5e7c;;offline;idling;-73.995214;40.75942;{}
0;vehicle;bd2fa994ef98465ea69f7e3dd277838e;;offline;idling;-73.970388;40.755602;{}
0;vehicle;0f27364998304d64877418c6119be010;;offline;idling;-74.006904;40.711888;{}
0;vehicle;b1581b37d1f5437e9ae2bb77a49dea1b;;offline;idling;-74.008524;40.719829;{}
0;vehicle;95b68d2f873242e192aa3071975c0da7;;offline;idling;-73.944927;40.808903;{}
0;vehicle;53a0976bfdaf41aead467f12bed6b75d;;offline;idling;-73.998267;40.720014;{}
0;vehicle;05733d69d70f4f5faf917fadf3d35585;;offline;idling;-73.980384;40.765567;{}
0;vehicle;a4604cec99454f8482ff74caec951733;;offline;idling;-73.987496;40.74958;{}
0;vehicle;7d6d2558b9074260b218b02e75492771;;offline;idling;-73.9409;40.792855;{}
0;vehicle;21ca73b1df8f43459a78cc6eb623c9b9;;offline;idling;-73.956383;40.768078;{}
0;vehicle;b030d7e3a1094fbfb1235373a9a6f55f;;offline;idling;-73.967141;40.792528;{}
0;vehicle;5237ff154f63483b92418fd05b8c1cc7;;offline;idling;-73.968788;40.791367;{}
0;vehicle;bea115b9c0e64fd282d68dfc6669d48f;;offline;idling;-74.00011;40.721645;{}
0;vehicle;b119ac22e8c547038bb0fb0c33165285;;offline;idling;-73.953463;40.802313;{}
0;vehicle;334a704a0fe04d578476ce2629ef1f34;;offline;idling;-73.995642;40.730578;{}
0;vehicle;03fcde3bfde74a1c9db48670acd05afe;;offline;idling;-73.963791;40.773908;{}
0;vehicle;329fb8092eb24293a4f3b11525fbc6da;;offline;idling;-73.935155;40.795971;{}
0;vehicle;bc75e8782cc04eb6a8bbaf9f1be2735c;;offline;idling;-73.947676;40.808581;{}
0;vehicle;a40e59e4b5494297a33e48470d2f94cd;;offline;idling;-73.954303;40.808663;{}
0;vehicle;9e4d851e83614a4aa70cbac04acd60c1;;offline;idling;-74.007093;40.705288;{}
0;vehicle;a19d1a7f84824b95a687f3f2e8768a48;;offline;idling;-73.965844;40.79028;{}
0;vehicle;43a3c4e69ac74e208398b08a25093828;;offline;idling;-73.9549;40.799218;{}
0;vehicle;edb5ca231d064039b65883fa911685b2;;offline;idling;-73.995498;40.765504;{}
0;vehicle;97c8a03b9c4447e7b50e10b497218e5b;;offline;idling;-73.982562;40.784828;{}
0;vehicle;54804c90fe8040f3a53ab94e9b2a3efb;;offline;idling;-73.944901;40.807425;{}
0;vehicle;b5cbd01e077c496e9383598c5f7c1d0d;;offline;idling;-73.969319;40.754456;{}
0;vehicle;0cc0bbdcc81d440b87035d811ea0554e;;offline;idling;-73.981887;40.768899;{}
0;vehicle;869d868914844c239b528b00dc913a9c;;offline;idling;-73.972016;40.782054;{}
0;vehicle;3d0f556b294d494194f922cf56c4f7f1;;offline;idling;-73.999749;40.726718;{}
0;vehicle;58a70dda42dd4f8bbbde18b486d8cf61;;offline;idling;-73.97624;40.776055;{}
0;vehicle;30fac48967944939a9a0397344db1692;;offline;idling;-73.980405;40.759726;{}
0;vehicle;e4825fe130454132bd15279a0319c625;;offline;idling;-73.985193;40.746963;{}
0;vehicle;e50dc37a3a7d49a2ba27a992bbe48a12;;offline;idling;-73.965394;40.8002;{}
0;vehicle;cb176982f7ed43dfad6a35369f69f15a;;offline;idling;-73.97719;40.751841;{}
0;vehicle;1799bf675ae74dce88ffcea2c94d1316;;offline;idling;-73.983225;40.75596;{}
0;vehicle;21d12e11d2cf431295be630b173b2a1d;;offline;idling;-73.981315;40.778865;{}
0;vehicle;f26cac742dd147bc83771abfc5cf7d33;;offline;idling;-73.972106;40.756324;{}
0;vehicle;9c558cdc53684e58abf00cc091630f40;;offline;idling;-73.990117;40.714675;{}
0;vehicle;2cf40ac817ac45c98a90cc5958c73e16;;offline;idling;-73.980431;40.738717;{}
0;vehicle;d0c6ae40f40c4ddda4285aeb02bc17c8;;offline;idling;-73.984599;40.732114;{}
0;vehicle;d5ec53f347de4a71b921781f4dec8091;;offline;idling;-73.982021;40.774159;{}
0;vehicle;63a9f54f63b94800808df4e86fd95d4a;;offline;idling;-73.985912;40.752176;{}
0;vehicle;47eaaa891e64419eae7153715df5c3cc;;offline;idling;-73.974667;40.787654;{}
0;vehicle;ed63355f7091404489df26e92f7ce835;;offline;idling;-73.979593;40.784064;{}
0;vehicle;bbcb8a66818948bcbd6ffd7251729e49;;offline;idling;-74.00101;40.720575;{}
0;vehicle;623d7bc4fcf9432488e7925f68d91118;;offline;idling;-73.979908;40.78078;{}
0;vehicle;cf7266ed36c740cabdb1d3bf49dfa893;;offline;idling;-74.009991;40.70991;{}
0;vehicle;0eccbb469a424009b061b7f80f60f878;;offline;idling;-74.006877;40.728914;{}
0;vehicle;29fce6c3b95745adb010fd553c39a778;;offline;idling;-73.944901;40.807425;{}
0;vehicle;55ca6b1a72b54a90850812734598e054;;offline;idling;-73.98989;40.719803;{}
0;vehicle;aa3a108e6e7f4a5db5fd2b8982b4cff5;;offline;idling;-73.982478;40.779077;{}
0;vehicle;5f00eb8ee2fd4133896ede63062a5be4;;offline;idling;-73.983686;40.729621;{}
0;vehicle;1771caa3fb0b4ed384b85809f0b252c1;;offline;idling;-73.982362;40.771281;{}
0;vehicle;ae5dd21081844e36a9b567a8e4692b31;;offline;idling;-73.988934;40.74805;{}
0;vehicle;c74b81bfbda44ff99bb866e6afc816ea;;offline;idling;-73.962446;40.763404;{}
0;vehicle;88393127470343499828e2867f822ae4;;offline;idling;-73.993241;40.752349;{}
